curve_const,curve_wind,timestamp,oilgas,waterinj
1,0.229815586,01.04.2020 03:35,0.979758296,0.8
1,0.216985398,01.04.2020 03:40,0.957502739,0.8
1,0.204538488,01.04.2020 03:45,0.984195417,0.8
1,0.192091577,01.04.2020 03:50,0.98547724,0.8
1,0.179644666,01.04.2020 03:55,1.004126442,0.8
1,0.172914609,01.04.2020 04:00,0.999706344,0.8
1,0.174759834,01.04.2020 04:05,0.969601219,0.8
1,0.176605058,01.04.2020 04:10,0.986420119,0.8
1,0.178450282,01.04.2020 04:15,0.982033564,0.8
1,0.180295506,01.04.2020 04:20,0.997453302,0.8
1,0.18214073,01.04.2020 04:25,1.004468993,0.8
1,0.182052298,01.04.2020 04:30,0.982854361,0.8
1,0.179063381,01.04.2020 04:35,0.972158798,0.8
1,0.176074464,01.04.2020 04:40,0.975533081,0.8
1,0.173085546,01.04.2020 04:45,0.97542758,0.8
1,0.170096629,01.04.2020 04:50,0.998628911,0.8
1,0.167107712,01.04.2020 04:55,0.993765513,0.8
1,0.16851257,01.04.2020 05:00,0.974106523,0.8
1,0.17650809,01.04.2020 05:05,0.971200008,0.8
1,0.18450361,01.04.2020 05:10,0.98714412,0.8
1,0.19249913,01.04.2020 05:15,0.997110032,0.8
1,0.200494651,01.04.2020 05:20,0.984653919,0.8
1,0.208490171,01.04.2020 05:25,0.956764747,0.8
1,0.201984578,01.04.2020 05:30,0.982818728,0.8
1,0.173727315,01.04.2020 05:35,0.981164356,0.8
1,0.146242296,01.04.2020 05:40,0.996390777,0.8
1,0.12479485,01.04.2020 05:45,0.983781609,0.8
1,0.104611091,01.04.2020 05:50,0.947711251,0.8
1,0.08431222,01.04.2020 05:55,0.952924591,0.8
1,0.068462557,01.04.2020 06:00,0.992198352,0.8
1,0.061059491,01.04.2020 06:05,0.991162744,0.8
1,0.053656425,01.04.2020 06:10,0.990930889,0.8
1,0.046253359,01.04.2020 06:15,0.956647045,0.8
1,0.038850292,01.04.2020 06:20,0.927002786,0.8
1,0.031447226,01.04.2020 06:25,0.957869995,0.8
1,0.025736586,01.04.2020 06:30,1.008731952,0.8
1,0.022564583,01.04.2020 06:35,1.003158295,0.8
1,0.019392581,01.04.2020 06:40,0.979954245,0.8
1,0.016220578,01.04.2020 06:45,0.93879409,0.8
1,0.013180475,01.04.2020 06:50,0.930592461,0.8
1,0.012023013,01.04.2020 06:55,0.999198201,0.8
1,0.033832615,01.04.2020 07:00,0.996220676,0.8
1,0.094366904,01.04.2020 07:05,0.979874339,0.8
1,0.15628001,01.04.2020 07:10,0.98337605,0.8
1,0.240563609,01.04.2020 07:15,0.9744091,0.8
1,0.358618649,01.04.2020 07:20,0.981959856,0.8
1,0.499299579,01.04.2020 07:25,0.993787258,0.8
1,0.53284882,01.04.2020 07:30,0.991993133,0.8
1,0.394258035,01.04.2020 07:35,0.968222952,0.8
1,0.274697673,01.04.2020 07:40,0.965012465,0.8
1,0.184107573,01.04.2020 07:45,0.995760152,0.8
1,0.118287617,01.04.2020 07:50,0.999180857,0.8
1,0.062183953,01.04.2020 07:55,1.000327208,0.8
1,0.043035186,01.04.2020 08:00,0.986286952,0.8
1,0.083886533,01.04.2020 08:05,0.964767619,0.8
1,0.12193125,01.04.2020 08:10,0.972408694,0.8
1,0.165999143,01.04.2020 08:15,0.991283776,0.8
1,0.219660805,01.04.2020 08:20,0.997212898,0.8
1,0.291759893,01.04.2020 08:25,0.997410465,0.8
1,0.342771874,01.04.2020 08:30,0.981996066,0.8
1,0.351512191,01.04.2020 08:35,0.965160758,0.8
1,0.360300076,01.04.2020 08:40,0.9831746,0.8
1,0.370229555,01.04.2020 08:45,0.995452415,0.8
1,0.380634695,01.04.2020 08:50,0.993718551,0.8
1,0.391039835,01.04.2020 08:55,0.985941983,0.8
1,0.391808515,01.04.2020 09:00,0.960281607,0.8
1,0.378122505,01.04.2020 09:05,0.969041731,0.8
1,0.364575331,01.04.2020 09:10,0.978453856,0.8
1,0.352630408,01.04.2020 09:15,0.993604825,0.8
1,0.34113416,01.04.2020 09:20,0.994621467,0.8
1,0.329637912,01.04.2020 09:25,0.960935787,0.8
1,0.318258143,01.04.2020 09:30,0.962236921,0.8
1,0.307053093,01.04.2020 09:35,1.007712554,0.8
1,0.295848042,01.04.2020 09:40,1.007534945,0.8
1,0.284642992,01.04.2020 09:45,0.989672153,0.8
1,0.273437942,01.04.2020 09:50,0.965077801,0.8
1,0.262232891,01.04.2020 09:55,0.963452468,0.8
1,0.259781842,01.04.2020 10:00,1.000100356,0.8
1,0.270461794,01.04.2020 10:05,1.003234233,0.8
1,0.281141747,01.04.2020 10:10,0.983359377,0.8
1,0.291821699,01.04.2020 10:15,0.950771227,0.8
1,0.302501651,01.04.2020 10:20,0.983833446,0.8
1,0.313181603,01.04.2020 10:25,0.988431087,0.8
1,0.340138527,01.04.2020 10:30,1.002915819,0.8
1,0.397036796,01.04.2020 10:35,0.98965809,0.8
1,0.458194392,01.04.2020 10:40,0.94887755,0.8
1,0.520584005,01.04.2020 10:45,0.962513809,0.8
1,0.590391119,01.04.2020 10:50,0.986866744,0.8
1,0.661333931,01.04.2020 10:55,0.994557606,0.8
1,0.719634537,01.04.2020 11:00,0.995752018,0.8
1,0.75863566,01.04.2020 11:05,0.980276209,0.8
1,0.797636783,01.04.2020 11:10,0.980038948,0.8
1,0.836637905,01.04.2020 11:15,0.968438229,0.8
1,0.875240151,01.04.2020 11:20,0.988817422,0.8
1,0.900165404,01.04.2020 11:25,0.984132257,0.8
1,0.904963652,01.04.2020 11:30,1.004398672,0.8
1,0.88854623,01.04.2020 11:35,0.977558251,0.8
1,0.859328546,01.04.2020 11:40,0.964441414,0.8
1,0.826531763,01.04.2020 11:45,0.975437114,0.8
1,0.79373498,01.04.2020 11:50,0.971396457,0.8
1,0.760938198,01.04.2020 11:55,1.007017558,0.8
1,0.741049064,01.04.2020 12:00,0.984042638,0.8
1,0.740521405,01.04.2020 12:05,0.96582398,0.8
1,0.739993745,01.04.2020 12:10,0.970461818,0.8
1,0.739466086,01.04.2020 12:15,0.985635527,0.8
1,0.738938426,01.04.2020 12:20,1.008271362,0.8
1,0.738410767,01.04.2020 12:25,0.985271227,0.8
1,0.7256815,01.04.2020 12:30,0.96198498,0.8
1,0.694880953,01.04.2020 12:35,0.977008464,0.8
1,0.664830875,01.04.2020 12:40,0.995820869,0.8
1,0.634833587,01.04.2020 12:45,0.997073291,0.8
1,0.6048363,01.04.2020 12:50,0.976933953,0.8
1,0.574839012,01.04.2020 12:55,0.939674068,0.8
1,0.544156002,01.04.2020 13:00,0.973550221,0.8
1,0.513491131,01.04.2020 13:05,0.996395482,0.8
1,0.485976562,01.04.2020 13:10,0.999265924,0.8
1,0.458638981,01.04.2020 13:15,0.983793288,0.8
1,0.431301399,01.04.2020 13:20,0.936324588,0.8
1,0.403963818,01.04.2020 13:25,0.92192093,0.8
1,0.379285646,01.04.2020 13:30,0.970458598,0.8
1,0.359368547,01.04.2020 13:35,1.006070694,0.8
1,0.341842328,01.04.2020 13:40,0.994070382,0.8
1,0.324463521,01.04.2020 13:45,0.953058553,0.8
1,0.307084713,01.04.2020 13:50,0.953800359,0.8
1,0.289705906,01.04.2020 13:55,1.000134431,0.8
1,0.290582347,01.04.2020 14:00,0.992508454,0.8
1,0.318841661,01.04.2020 14:05,1.000294925,0.8
1,0.347100975,01.04.2020 14:10,0.974030096,0.8
1,0.377809867,01.04.2020 14:15,0.958781638,0.8
1,0.411451907,01.04.2020 14:20,0.988122259,0.8
1,0.445093948,01.04.2020 14:25,0.98795714,0.8
1,0.474417884,01.04.2020 14:30,0.991776916,0.8
1,0.497264665,01.04.2020 14:35,0.985754749,0.8
1,0.520680804,01.04.2020 14:40,0.986762491,0.8
1,0.546831544,01.04.2020 14:45,0.963929166,0.8
1,0.573333811,01.04.2020 14:50,0.983166379,0.8
1,0.599836077,01.04.2020 14:55,0.985878056,0.8
1,0.642991136,01.04.2020 15:00,1.000031108,0.8
1,0.711637499,01.04.2020 15:05,0.989690421,0.8
1,0.781992722,01.04.2020 15:10,0.958966577,0.8
1,0.852476426,01.04.2020 15:15,0.96258974,0.8
1,0.904048061,01.04.2020 15:20,0.96281969,0.8
1,0.936940456,01.04.2020 15:25,0.968348231,0.8
1,0.953326358,01.04.2020 15:30,0.998967279,0.8
1,0.944952519,01.04.2020 15:35,0.962942783,0.8
1,0.93657868,01.04.2020 15:40,0.962120592,0.8
1,0.928204841,01.04.2020 15:45,0.9762418,0.8
1,0.919831002,01.04.2020 15:50,0.98740153,0.8
1,0.911457163,01.04.2020 15:55,0.975389455,0.8
1,0.896740966,01.04.2020 16:00,0.960826962,0.8
1,0.855911716,01.04.2020 16:05,0.981067735,0.8
1,0.804369789,01.04.2020 16:10,0.988852762,0.8
1,0.752827863,01.04.2020 16:15,0.99692494,0.8
1,0.701474959,01.04.2020 16:20,0.986537796,0.8
1,0.65141921,01.04.2020 16:25,0.954851037,0.8
1,0.603371246,01.04.2020 16:30,0.933367273,0.8
1,0.557987128,01.04.2020 16:35,0.999827681,0.8
1,0.513862912,01.04.2020 16:40,0.993270678,0.8
1,0.474326631,01.04.2020 16:45,0.988076071,0.8
1,0.435202392,01.04.2020 16:50,0.953695294,0.8
1,0.396078152,01.04.2020 16:55,0.944862294,0.8
1,0.379581067,01.04.2020 17:00,0.986827062,0.8
1,0.397024712,01.04.2020 17:05,0.988241342,0.8
1,0.414468358,01.04.2020 17:10,0.997243073,0.8
1,0.431912004,01.04.2020 17:15,0.977009831,0.8
1,0.449355649,01.04.2020 17:20,0.947565064,0.8
1,0.466799295,01.04.2020 17:25,0.938075181,0.8
1,0.467300085,01.04.2020 17:30,0.964203371,0.8
1,0.442386593,01.04.2020 17:35,1.01707493,0.8
1,0.417473101,01.04.2020 17:40,0.988744922,0.8
1,0.392559609,01.04.2020 17:45,0.953007066,0.8
1,0.367800334,01.04.2020 17:50,0.929683364,0.8
1,0.345895405,01.04.2020 17:55,0.98950326,0.8
1,0.327756379,01.04.2020 18:00,1.008638109,0.8
1,0.313799816,01.04.2020 18:05,0.995281653,0.8
1,0.299843252,01.04.2020 18:10,0.963391145,0.8
1,0.285886688,01.04.2020 18:15,0.93989534,0.8
1,0.271930125,01.04.2020 18:20,0.990560223,0.8
1,0.257973561,01.04.2020 18:25,0.990177401,0.8
1,0.23421069,01.04.2020 18:30,0.995763835,0.8
1,0.204093421,01.04.2020 18:35,0.971712546,0.8
1,0.17595795,01.04.2020 18:40,0.95993641,0.8
1,0.148321697,01.04.2020 18:45,0.972902313,0.8
1,0.126562147,01.04.2020 18:50,1.007902763,0.8
1,0.106465382,01.04.2020 18:55,0.998804546,0.8
1,0.108833355,01.04.2020 19:00,0.980854729,0.8
1,0.146905184,01.04.2020 19:05,0.961007932,0.8
1,0.195848923,01.04.2020 19:10,0.977857217,0.8
1,0.254395695,01.04.2020 19:15,0.99182057,0.8
1,0.329621724,01.04.2020 19:20,1.003975948,0.8
1,0.413521897,01.04.2020 19:25,0.997517337,0.8
1,0.451721477,01.04.2020 19:30,0.973828274,0.8
1,0.411976372,01.04.2020 19:35,0.967843076,0.8
1,0.372428603,01.04.2020 19:40,0.977849623,0.8
1,0.337288376,01.04.2020 19:45,1.00247584,0.8
1,0.303902487,01.04.2020 19:50,1.003105223,0.8
1,0.270516599,01.04.2020 19:55,0.965423822,0.8
1,0.259537986,01.04.2020 20:00,0.942143429,0.8
1,0.282170285,01.04.2020 20:05,0.94405794,0.8
1,0.304802584,01.04.2020 20:10,0.991873267,0.8
1,0.327434884,01.04.2020 20:15,1.019378356,0.8
1,0.350067183,01.04.2020 20:20,0.990637269,0.8
1,0.374642241,01.04.2020 20:25,0.969123861,0.8
1,0.360116007,01.04.2020 20:30,0.960787392,0.8
1,0.29019795,01.04.2020 20:35,0.99267842,0.8
1,0.226250151,01.04.2020 20:40,0.99963457,0.8
1,0.179043003,01.04.2020 20:45,0.983821313,0.8
1,0.136726781,01.04.2020 20:50,0.984306985,0.8
1,0.103598124,01.04.2020 20:55,0.970190606,0.8
1,0.090126044,01.04.2020 21:00,0.985688356,0.8
1,0.105466719,01.04.2020 21:05,0.978322451,0.8
1,0.120807393,01.04.2020 21:10,0.966003379,0.8
1,0.136148068,01.04.2020 21:15,0.952888942,0.8
1,0.154584239,01.04.2020 21:20,0.969751752,0.8
1,0.176061183,01.04.2020 21:25,0.975599484,0.8
1,0.181463938,01.04.2020 21:30,0.971253735,0.8
1,0.162755409,01.04.2020 21:35,0.97790011,0.8
1,0.144654385,01.04.2020 21:40,0.964009684,0.8
1,0.130598821,01.04.2020 21:45,0.982043701,0.8
1,0.117235586,01.04.2020 21:50,0.980537047,0.8
1,0.10387235,01.04.2020 21:55,0.971623492,0.8
1,0.10289362,01.04.2020 22:00,0.963820118,0.8
1,0.120491648,01.04.2020 22:05,0.96984133,0.8
1,0.138199987,01.04.2020 22:10,0.982009503,0.8
1,0.160462786,01.04.2020 22:15,0.961223912,0.8
1,0.185100025,01.04.2020 22:20,0.967430459,0.8
1,0.209737264,01.04.2020 22:25,0.976656218,0.8
1,0.233580811,01.04.2020 22:30,0.983455748,0.8
1,0.261272819,01.04.2020 22:35,0.989568319,0.8
1,0.289928825,01.04.2020 22:40,0.954946959,0.8
1,0.318584831,01.04.2020 22:45,0.963582344,0.8
1,0.347240837,01.04.2020 22:50,0.970690242,0.8
1,0.378448623,01.04.2020 22:55,1.003064537,0.8
1,0.351106031,01.04.2020 23:00,0.983846892,0.8
1,0.24395045,01.04.2020 23:05,0.952562095,0.8
1,0.165627573,01.04.2020 23:10,0.945701739,0.8
1,0.107298893,01.04.2020 23:15,0.976464808,0.8
1,0.052956787,01.04.2020 23:20,1.024351201,0.8
1,0.010530822,01.04.2020 23:25,0.977971919,0.8
1,0.006927651,01.04.2020 23:30,0.944689342,0.8
1,0.031981744,01.04.2020 23:35,0.943601478,0.8
1,0.081323068,01.04.2020 23:40,0.972709456,0.8
1,0.127464564,01.04.2020 23:45,0.990734714,0.8
1,0.184422467,01.04.2020 23:50,0.963928937,0.8
1,0.257375861,01.04.2020 23:55,0.93206595,0.8
1,0.318484069,02.04.2020 00:00,0.934309675,0.8
1,0.330154125,02.04.2020 00:05,0.993535158,0.8
1,0.341824181,02.04.2020 00:10,1.010612848,0.8
1,0.353494238,02.04.2020 00:15,1.005528607,0.8
1,0.365748111,02.04.2020 00:20,0.946052468,0.8
1,0.379564702,02.04.2020 00:25,0.946930329,0.8
1,0.378308481,02.04.2020 00:30,0.975658607,0.8
1,0.355681431,02.04.2020 00:35,0.99711192,0.8
1,0.335492824,02.04.2020 00:40,1.007861627,0.8
1,0.315349675,02.04.2020 00:45,0.964239992,0.8
1,0.295206525,02.04.2020 00:50,0.945990531,0.8
1,0.275063376,02.04.2020 00:55,0.988211264,0.8
1,0.255245357,02.04.2020 01:00,0.986973352,0.8
1,0.236119508,02.04.2020 01:05,0.993248022,0.8
1,0.221473142,02.04.2020 01:10,0.959441396,0.8
1,0.208586261,02.04.2020 01:15,0.948929089,0.8
1,0.195699379,02.04.2020 01:20,0.948943753,0.8
1,0.182812498,02.04.2020 01:25,0.97874799,0.8
1,0.166455003,02.04.2020 01:30,0.998683103,0.8
1,0.145500437,02.04.2020 01:35,0.99605778,0.8
1,0.129162979,02.04.2020 01:40,0.965567204,0.8
1,0.11376054,02.04.2020 01:45,0.945651645,0.8
1,0.0983581,02.04.2020 01:50,0.993918791,0.8
1,0.082839057,02.04.2020 01:55,0.994226505,0.8
1,0.103016615,02.04.2020 02:00,0.999848368,0.8
1,0.1900207,02.04.2020 02:05,0.971939535,0.8
1,0.324925208,02.04.2020 02:10,0.96960871,0.8
1,0.503174527,02.04.2020 02:15,0.982339579,0.8
1,0.712571699,02.04.2020 02:20,0.980832027,0.8
1,0.904015215,02.04.2020 02:25,1.001800413,0.8
1,0.95986502,02.04.2020 02:30,0.992501748,0.8
1,0.933363282,02.04.2020 02:35,0.970654559,0.8
1,0.906861544,02.04.2020 02:40,0.963410863,0.8
1,0.871408613,02.04.2020 02:45,0.968090658,0.8
1,0.815410146,02.04.2020 02:50,1.005461878,0.8
1,0.758620707,02.04.2020 02:55,0.998283833,0.8
1,0.709433589,02.04.2020 03:00,0.960749795,0.8
1,0.67246511,02.04.2020 03:05,0.972803448,0.8
1,0.635848182,02.04.2020 03:10,0.977762461,0.8
1,0.599231254,02.04.2020 03:15,0.997374627,0.8
1,0.562614326,02.04.2020 03:20,1.002899884,0.8
1,0.526203615,02.04.2020 03:25,0.979445349,0.8
1,0.489111999,02.04.2020 03:30,0.959632686,0.8
1,0.44674708,02.04.2020 03:35,0.97141525,0.8
1,0.404382161,02.04.2020 03:40,0.996457678,0.8
1,0.362876993,02.04.2020 03:45,1.018034826,0.8
1,0.326507951,02.04.2020 03:50,0.978696739,0.8
1,0.290921419,02.04.2020 03:55,0.966198056,0.8
1,0.251275875,02.04.2020 04:00,0.96782699,0.8
1,0.21411121,02.04.2020 04:05,0.990941123,0.8
1,0.183621836,02.04.2020 04:10,1.00880559,0.8
1,0.153293222,02.04.2020 04:15,0.991732821,0.8
1,0.128673635,02.04.2020 04:20,0.962187958,0.8
1,0.106895511,02.04.2020 04:25,0.960648022,0.8
1,0.091893565,02.04.2020 04:30,0.972115944,0.8
1,0.087055888,02.04.2020 04:35,0.994345048,0.8
1,0.082198873,02.04.2020 04:40,0.99135628,0.8
1,0.076993587,02.04.2020 04:45,0.9626499,0.8
1,0.071672141,02.04.2020 04:50,0.950982055,0.8
1,0.066350696,02.04.2020 04:55,0.966606569,0.8
1,0.066826493,02.04.2020 05:00,1.012507219,0.8
1,0.075998152,02.04.2020 05:05,1.006667186,0.8
1,0.084813465,02.04.2020 05:10,0.970013783,0.8
1,0.093151338,02.04.2020 05:15,0.933388186,0.8
1,0.10148921,02.04.2020 05:20,0.929274806,0.8
1,0.109827082,02.04.2020 05:25,0.970752455,0.8
1,0.11720399,02.04.2020 05:30,0.992004367,0.8
1,0.123139451,02.04.2020 05:35,0.967067434,0.8
1,0.129074913,02.04.2020 05:40,0.930999159,0.8
1,0.135010374,02.04.2020 05:45,0.924376351,0.8
1,0.140945836,02.04.2020 05:50,0.991262615,0.8
1,0.148133816,02.04.2020 05:55,1.010825839,0.8
1,0.162334111,02.04.2020 06:00,0.990676679,0.8
1,0.185370381,02.04.2020 06:05,0.944623004,0.8
1,0.20840665,02.04.2020 06:10,0.932642086,0.8
1,0.232882972,02.04.2020 06:15,0.968604627,0.8
1,0.266093784,02.04.2020 06:20,1.009435817,0.8
1,0.300648188,02.04.2020 06:25,1.001379891,0.8
1,0.332636309,02.04.2020 06:30,0.955676516,0.8
1,0.361286747,02.04.2020 06:35,0.915331633,0.8
1,0.393944881,02.04.2020 06:40,0.93824092,0.8
1,0.427443328,02.04.2020 06:45,0.992870402,0.8
1,0.460941775,02.04.2020 06:50,1.011590536,0.8
1,0.494440222,02.04.2020 06:55,0.987004218,0.8
1,0.494460764,02.04.2020 07:00,0.965724081,0.8
1,0.444264448,02.04.2020 07:05,0.95485999,0.8
1,0.394068131,02.04.2020 07:10,0.97763999,0.8
1,0.346898735,02.04.2020 07:15,1.019032702,0.8
1,0.304687418,02.04.2020 07:20,0.992863501,0.8
1,0.262522512,02.04.2020 07:25,0.956375182,0.8
1,0.222538873,02.04.2020 07:30,0.943858809,0.8
1,0.189411273,02.04.2020 07:35,0.952302969,0.8
1,0.156691044,02.04.2020 07:40,1.011395395,0.8
1,0.129608964,02.04.2020 07:45,1.006245454,0.8
1,0.106230848,02.04.2020 07:50,0.978244925,0.8
1,0.082636305,02.04.2020 07:55,0.961889724,0.8
1,0.067394718,02.04.2020 08:00,0.979637695,0.8
1,0.06692289,02.04.2020 08:05,1.007054536,0.8
1,0.066451061,02.04.2020 08:10,0.99984185,0.8
1,0.065979233,02.04.2020 08:15,0.957263719,0.8
1,0.065507405,02.04.2020 08:20,0.947228206,0.8
1,0.065035576,02.04.2020 08:25,0.972016265,0.8
1,0.06477685,02.04.2020 08:30,0.971513977,0.8
1,0.064837777,02.04.2020 08:35,1.024030738,0.8
1,0.064898704,02.04.2020 08:40,1.001232674,0.8
1,0.064959631,02.04.2020 08:45,0.979749836,0.8
1,0.065020559,02.04.2020 08:50,0.950478348,0.8
1,0.065081486,02.04.2020 08:55,0.94845054,0.8
1,0.06676954,02.04.2020 09:00,0.960120043,0.8
1,0.070898286,02.04.2020 09:05,0.978554862,0.8
1,0.075027032,02.04.2020 09:10,0.990053055,0.8
1,0.079155778,02.04.2020 09:15,0.958595854,0.8
1,0.083099567,02.04.2020 09:20,0.940485345,0.8
1,0.086852972,02.04.2020 09:25,0.939100764,0.8
1,0.095261047,02.04.2020 09:30,0.974450333,0.8
1,0.110651128,02.04.2020 09:35,0.95833386,0.8
1,0.126041208,02.04.2020 09:40,0.950849119,0.8
1,0.141799019,02.04.2020 09:45,0.99018445,0.8
1,0.162049917,02.04.2020 09:50,0.977446037,0.8
1,0.183596029,02.04.2020 09:55,0.96907223,0.8
1,0.184703012,02.04.2020 10:00,0.989010644,0.8
1,0.155175264,02.04.2020 10:05,0.988800282,0.8
1,0.130785419,02.04.2020 10:10,0.967583824,0.8
1,0.109677052,02.04.2020 10:15,0.949622115,0.8
1,0.088546193,02.04.2020 10:20,0.999627243,0.8
1,0.066081352,02.04.2020 10:25,1.010256649,0.8
1,0.059953183,02.04.2020 10:30,0.988150029,0.8
1,0.07931378,02.04.2020 10:35,0.951861857,0.8
1,0.097359043,02.04.2020 10:40,0.955008739,0.8
1,0.115093935,02.04.2020 10:45,0.979235157,0.8
1,0.132828828,02.04.2020 10:50,1.009594838,0.8
1,0.153311628,02.04.2020 10:55,0.975114039,0.8
1,0.169431651,02.04.2020 11:00,0.947366341,0.8
1,0.172544483,02.04.2020 11:05,0.955862432,0.8
1,0.175657316,02.04.2020 11:10,0.994938103,0.8
1,0.178770148,02.04.2020 11:15,0.987581477,0.8
1,0.18188298,02.04.2020 11:20,0.995478538,0.8
1,0.184995812,02.04.2020 11:25,0.988078438,0.8
1,0.176440288,02.04.2020 11:30,0.96459918,0.8
1,0.150598859,02.04.2020 11:35,0.990965585,0.8
1,0.12987441,02.04.2020 11:40,0.985233323,0.8
1,0.111261512,02.04.2020 11:45,0.987318386,0.8
1,0.092648614,02.04.2020 11:50,0.94963958,0.8
1,0.07330967,02.04.2020 11:55,0.945720292,0.8
1,0.065715,02.04.2020 12:00,0.972433238,0.8
1,0.077412368,02.04.2020 12:05,0.984259773,0.8
1,0.088423753,02.04.2020 12:10,0.991922082,0.8
1,0.099071993,02.04.2020 12:15,0.981876717,0.8
1,0.109720233,02.04.2020 12:20,0.958231673,0.8
1,0.120368473,02.04.2020 12:25,0.973701331,0.8
1,0.125864864,02.04.2020 12:30,0.992537046,0.8
1,0.123633482,02.04.2020 12:35,0.977737749,0.8
1,0.1214021,02.04.2020 12:40,0.975200848,0.8
1,0.119170718,02.04.2020 12:45,0.971494858,0.8
1,0.116939336,02.04.2020 12:50,0.944260937,0.8
1,0.114707954,02.04.2020 12:55,0.964502114,0.8
1,0.115530149,02.04.2020 13:00,0.976774173,0.8
1,0.120932711,02.04.2020 13:05,0.962601559,0.8
1,0.126335272,02.04.2020 13:10,0.954730598,0.8
1,0.131737834,02.04.2020 13:15,0.985682259,0.8
1,0.137140395,02.04.2020 13:20,0.95595734,0.8
1,0.142619275,02.04.2020 13:25,0.945713987,0.8
1,0.155835707,02.04.2020 13:30,0.946352454,0.8
1,0.178929247,02.04.2020 13:35,0.979934786,0.8
1,0.202022788,02.04.2020 13:40,0.975397406,0.8
1,0.225426703,02.04.2020 13:45,0.954672627,0.8
1,0.256689804,02.04.2020 13:50,0.925448903,0.8
1,0.291330115,02.04.2020 13:55,0.945001407,0.8
1,0.303736333,02.04.2020 14:00,0.982717843,0.8
1,0.282791411,02.04.2020 14:05,0.988429592,0.8
1,0.261846489,02.04.2020 14:10,0.956892659,0.8
1,0.240901567,02.04.2020 14:15,0.950018016,0.8
1,0.223721097,02.04.2020 14:20,0.942120775,0.8
1,0.209757816,02.04.2020 14:25,0.982363829,0.8
1,0.201491775,02.04.2020 14:30,0.986191723,0.8
1,0.201771596,02.04.2020 14:35,0.950312075,0.8
1,0.202051417,02.04.2020 14:40,0.944235134,0.8
1,0.202331238,02.04.2020 14:45,0.960692339,0.8
1,0.202611059,02.04.2020 14:50,1.005842995,0.8
1,0.20289088,02.04.2020 14:55,0.981326114,0.8
1,0.193154374,02.04.2020 15:00,0.930346606,0.8
1,0.168393377,02.04.2020 15:05,0.923119328,0.8
1,0.144501492,02.04.2020 15:10,0.980109956,0.8
1,0.12597956,02.04.2020 15:15,1.006393275,0.8
1,0.108293134,02.04.2020 15:20,0.992097467,0.8
1,0.090606708,02.04.2020 15:25,0.948286041,0.8
1,0.068851418,02.04.2020 15:30,0.952809649,0.8
1,0.041306621,02.04.2020 15:35,0.987737341,0.8
1,0.016053262,02.04.2020 15:40,0.995065763,0.8
1,0.007721278,02.04.2020 15:45,0.997289543,0.8
1,0.002713133,02.04.2020 15:50,0.963589946,0.8
1,0,02.04.2020 15:55,0.965282802,0.8
1,0,02.04.2020 16:00,0.981467453,0.8
